HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
35000,30,1,2,2,8,3,6,6,10,7,2,4,3,0,0,750,2
40000,63,1,2,2,13,3,2,6,9,7,2,2,4,0,0,NA,3
0,56,2,5,NA,12,2,3,3,6,2,5,2,NA,NA,NA,NA,4
62000,65,1,2,5,14,4,3,2,2,8,5,2,NA,NA,NA,NA,1
29000,41,1,2,2,9,3,6,7,9,6,2,4,NA,NA,NA,540,4
16000,25,1,2,4,5,4,6,6,10,4,4,4,NA,NA,NA,600,3
35000,41,1,2,2,9,3,NA,9,17,7,2,4,NA,NA,NA,330,3
18000,31,2,13,2,7,4,1,6,10,5,4,4,NA,NA,NA,350,4
26000,25,2,2,2,6,3,1,2,5,6,2,4,NA,NA,NA,400,3
62000,50,1,1,1,10,3,6,4,12,8,1,1,3,1,0,540,3
32000,50,1,2,2,9,3,1,7,11,7,2,1,NA,NA,NA,660,1
12000,56,2,2,NA,12,1,NA,5,8,3,2,2,NA,NA,NA,NA,2
0,64,1,5,5,13,5,3,2,6,5,5,2,NA,NA,NA,NA,1
43000,56,1,2,2,11,3,3,7,9,8,2,1,2,1,0,1000,3
39000,59,1,2,2,12,3,3,5,9,7,2,2,NA,NA,NA,NA,2
20000,50,2,2,NA,10,1,1,1,1,5,2,1,NA,NA,NA,300,3
13000,23,2,2,NA,5,1,1,6,10,3,2,4,NA,NA,NA,300,3
35000,44,1,2,NA,9,1,2,7,9,8,2,4,NA,NA,NA,480,8
0,44,2,10,NA,9,2,6,9,17,3,10,4,NA,NA,NA,280,3
0,61,2,5,NA,13,2,NA,6,10,6,5,2,3,1,0,NA,1
0,75,2,5,NA,15,2,1,9,17,4,5,2,3,0,0,NA,1
0,22,2,8,NA,5,2,1,6,10,4,8,4,NA,NA,NA,410,4
31000,30,1,2,NA,6,1,4,3,9,7,2,1,3,1,0,550,1
0,66,1,5,5,14,5,4,2,5,5,5,2,NA,NA,NA,NA,1
47000,53,1,2,4,11,4,1,5,9,8,4,2,NA,NA,NA,NA,3
17000,62,2,2,NA,13,1,3,2,2,4,2,1,NA,NA,NA,330,3
11000,52,2,3,NA,11,1,4,3,6,3,3,2,NA,NA,NA,NA,2
16000,64,1,2,3,13,3,6,6,6,5,2,2,NA,NA,NA,NA,2
0,22,1,6,NA,5,2,1,7,9,2,6,4,NA,NA,NA,540,5
0,79,1,5,NA,16,2,6,9,17,3,5,4,NA,NA,NA,330,3
0,32,2,10,NA,7,2,1,6,10,2,10,4,NA,NA,NA,380,6
30000,34,1,2,4,8,4,1,5,10,7,4,1,NA,NA,NA,450,2
0,79,1,5,5,16,5,1,9,17,6,5,2,3,1,0,NA,2
0,73,1,5,NA,15,2,6,9,17,2,5,2,1,0,0,NA,4
10000,59,2,1,NA,12,1,2,4,12,3,1,2,NA,NA,NA,NA,2
0,75,2,5,NA,15,2,4,9,17,3,5,2,3,1,0,NA,3
40000,60,1,13,3,12,4,NA,1,3,7,3,2,NA,NA,NA,NA,1
0,81,2,5,NA,17,2,5,9,17,3,5,4,NA,NA,NA,380,2
0,60,1,5,5,12,5,4,1,1,1,5,2,NA,NA,NA,NA,2
62000,47,1,2,2,10,3,4,2,2,8,2,1,NA,NA,NA,500,1
36000,30,2,2,NA,6,1,2,3,6,7,2,1,NA,NA,NA,350,3
0,86,1,5,NA,18,2,6,9,17,1,5,4,NA,NA,NA,380,2
45000,45,1,1,3,9,3,2,4,12,8,3,1,3,0,1,1000,2
10000,31,1,2,3,7,3,2,5,8,2,2,1,NA,NA,NA,NA,1
0,78,1,5,5,15,5,3,9,17,6,5,2,3,0,0,NA,2
20000,29,2,2,NA,6,1,4,5,10,5,2,1,2,0,0,440,3
47000,53,1,2,3,10,3,3,2,2,8,3,1,3,1,1,350,2
0,71,2,5,NA,15,2,6,9,17,4,5,2,NA,NA,NA,NA,3
0,66,2,3,5,14,4,3,2,5,3,5,2,NA,NA,NA,NA,1
42000,44,1,2,4,9,4,4,7,9,8,4,1,NA,NA,NA,650,2
17000,49,1,2,2,4,3,NA,3,6,4,2,1,NA,NA,NA,NA,1
36000,60,1,3,3,12,3,4,3,6,7,3,2,NA,NA,NA,NA,2
0,66,2,5,NA,14,2,4,2,5,3,5,2,NA,NA,NA,NA,2
32000,54,1,2,3,4,3,4,2,5,7,8,1,NA,NA,NA,600,1
0,72,1,5,5,15,5,4,4,2,6,5,2,NA,NA,NA,NA,1
0,72,2,5,NA,15,2,6,9,17,4,5,2,3,0,0,NA,1
62000,47,1,2,3,10,3,4,2,2,8,2,2,3,0,0,NA,1
0,83,1,5,NA,17,2,6,9,17,3,5,4,NA,NA,NA,490,3
0,51,2,10,NA,11,2,1,3,6,3,10,4,1,0,0,360,1
0,68,1,5,NA,14,2,3,9,17,2,5,2,NA,NA,NA,NA,2
38000,56,1,2,2,11,3,2,5,8,7,2,2,3,1,0,NA,1
29000,57,1,1,3,10,3,2,1,3,6,3,2,3,0,0,NA,2
0,70,1,5,NA,14,2,6,4,12,3,5,4,NA,NA,NA,290,1
30000,59,1,1,1,12,3,NA,4,12,6,1,2,3,0,0,NA,1
44000,38,1,2,NA,8,1,4,5,9,8,2,1,5,0,0,850,3
60000,63,1,13,1,13,4,4,1,3,8,1,2,NA,NA,NA,NA,1
24000,51,1,2,4,11,4,6,7,9,5,4,1,3,1,0,350,3
0,77,1,5,NA,16,2,5,9,17,3,5,2,NA,NA,NA,NA,2
62000,46,1,1,2,10,3,2,4,12,8,1,2,NA,NA,NA,NA,2
22000,29,2,2,NA,6,1,3,3,6,5,2,1,NA,NA,NA,570,3
46000,29,1,2,2,6,3,4,2,5,8,2,1,3,1,0,330,2
0,73,1,5,5,14,5,4,9,17,6,5,2,NA,NA,NA,NA,2
38000,50,1,1,1,10,3,2,4,12,7,1,2,NA,NA,NA,NA,2
0,84,2,5,NA,17,2,5,9,17,3,5,2,NA,NA,NA,NA,2
0,63,1,5,10,13,5,3,4,2,2,5,2,NA,NA,NA,NA,2
62000,51,1,2,4,11,4,3,2,5,8,2,1,3,1,0,600,2
0,66,2,5,NA,14,2,3,3,6,3,5,2,3,1,0,NA,3
34000,51,1,1,3,8,3,2,4,13,7,3,2,3,0,0,NA,2
31000,63,1,2,NA,13,1,6,7,9,7,2,4,NA,NA,NA,250,3
26000,55,1,2,4,11,4,6,7,9,7,4,2,3,1,0,NA,1
0,55,1,6,NA,11,2,4,1,5,1,6,1,NA,NA,NA,1000,4
10000,52,2,4,2,11,4,4,9,17,2,4,1,NA,NA,NA,500,2
62000,46,1,2,2,10,3,1,5,8,8,2,1,NA,NA,NA,950,3
0,76,2,5,NA,16,2,2,9,17,4,5,2,3,1,0,NA,2
0,76,1,5,5,16,5,3,2,5,6,5,2,NA,NA,NA,NA,2
0,77,2,5,NA,16,2,6,9,17,3,5,2,NA,NA,NA,NA,3
0,79,1,5,5,15,5,2,9,17,4,5,2,NA,NA,NA,NA,2
62000,56,1,2,3,12,3,4,2,5,8,3,2,3,1,0,NA,1
0,79,2,5,NA,16,2,6,9,17,3,5,4,NA,NA,NA,260,3
0,67,1,5,5,14,5,2,4,12,5,5,2,3,1,0,NA,2
45000,28,1,2,1,6,3,1,6,15,8,1,4,3,1,0,240,3
48000,54,1,2,2,11,3,4,5,8,8,2,1,NA,NA,NA,240,2
45000,58,1,2,2,11,3,2,4,14,8,2,2,NA,NA,NA,NA,3
0,75,1,5,NA,15,2,6,9,17,6,5,2,3,1,0,NA,1
40000,58,1,3,3,11,3,4,1,3,8,3,2,NA,NA,NA,NA,1
40000,34,1,2,3,7,3,4,5,9,8,3,1,3,0,0,700,1
50000,44,1,2,NA,9,1,4,2,6,8,2,2,3,1,0,NA,2
0,72,1,5,NA,15,2,6,9,17,3,5,2,NA,NA,NA,NA,2
62000,33,1,2,2,7,3,4,7,9,8,2,1,NA,NA,NA,950,2
0,80,2,5,NA,16,2,6,9,17,3,5,2,3,0,0,NA,2
0,65,1,5,5,13,5,1,7,9,4,5,2,NA,NA,NA,NA,3
0,82,1,5,5,17,5,6,9,17,3,5,2,NA,NA,NA,NA,3
62000,52,1,1,NA,11,1,2,4,12,8,1,1,NA,NA,NA,630,1
0,78,1,5,NA,16,2,4,9,17,3,5,2,3,0,0,NA,2
26000,70,1,1,5,14,4,6,4,14,8,5,2,NA,NA,NA,NA,1
0,80,1,5,5,17,5,6,9,17,4,5,5,3,0,0,NA,2
27000,37,1,1,3,8,3,1,4,12,6,3,1,NA,NA,NA,520,2
0,83,1,5,5,16,5,6,9,17,5,5,2,NA,NA,NA,NA,2
0,68,2,5,NA,14,2,6,9,17,5,5,4,2,1,0,300,3
48000,38,1,1,4,7,4,3,4,12,8,4,1,NA,NA,NA,630,3
59000,40,2,2,2,8,3,4,2,5,8,2,1,3,1,0,500,3
36000,52,1,2,NA,11,1,4,1,4,7,2,1,NA,NA,NA,500,1
0,70,1,5,5,14,5,1,7,9,4,5,2,NA,NA,NA,NA,1
45000,43,1,2,2,8,3,4,3,5,8,2,4,NA,NA,NA,750,1
0,82,2,5,NA,17,2,6,9,17,3,5,4,NA,NA,NA,330,2
60000,53,1,2,2,10,3,2,5,9,8,2,1,NA,NA,NA,560,2
51000,33,1,2,2,7,3,4,2,5,8,2,1,3,1,0,640,2
49000,49,1,2,3,10,3,4,3,6,8,2,1,3,1,0,600,3
0,86,2,5,NA,18,2,6,9,17,3,5,2,NA,NA,NA,NA,1
23000,46,1,2,4,9,4,2,1,4,5,4,4,NA,NA,NA,650,2
0,75,1,5,NA,15,2,6,9,17,5,5,4,NA,NA,NA,630,3
62000,30,1,2,3,5,3,4,2,5,8,3,1,NA,NA,NA,850,3
62000,48,1,1,1,9,3,3,2,12,8,1,1,3,0,0,600,1
0,58,1,5,5,12,5,4,9,17,7,5,1,NA,NA,NA,320,1
44000,40,1,1,3,9,3,2,4,12,8,3,1,NA,NA,NA,690,3
13000,39,2,1,NA,8,1,2,4,2,5,1,1,NA,NA,NA,960,3
62000,39,1,2,2,7,3,4,2,5,8,2,1,3,1,0,850,1
47000,34,1,1,2,6,3,4,2,5,8,2,1,3,1,0,900,1
48000,53,1,2,4,10,4,1,2,5,8,4,1,3,0,0,500,3
62000,28,1,2,2,6,3,2,5,9,8,2,1,3,1,0,670,2
62000,55,1,2,2,11,3,4,5,9,8,2,2,NA,NA,NA,NA,3
22000,52,1,2,3,10,3,4,1,1,5,3,2,NA,NA,NA,NA,2
14000,29,1,1,4,6,4,6,4,12,4,1,4,NA,NA,NA,500,3
0,72,1,5,5,15,5,6,9,17,NA,5,2,5,0,0,NA,3
36000,36,1,2,3,8,3,2,5,8,7,2,1,3,1,0,610,2
62000,43,1,1,3,9,3,4,4,12,8,3,1,3,0,0,1000,2
0,82,2,5,NA,17,2,6,9,17,3,5,4,3,0,0,380,2
38000,48,2,2,NA,10,1,4,2,2,7,2,1,3,0,0,400,1
54000,51,1,2,2,10,3,1,6,10,8,2,1,NA,NA,NA,640,2
54000,31,2,2,2,7,3,4,2,5,8,2,1,3,0,0,570,2
56000,39,1,2,2,8,3,4,2,5,8,2,1,NA,NA,NA,1000,3
11000,62,1,3,5,13,4,4,7,9,3,3,2,NA,NA,NA,NA,3
62000,60,1,2,4,12,4,4,2,2,8,2,1,3,0,0,550,2
18000,47,1,2,NA,10,1,6,3,6,4,2,1,NA,NA,NA,600,2
0,74,1,5,5,15,5,4,9,17,3,5,2,3,0,0,NA,1
50000,33,1,2,4,7,4,4,1,5,8,4,1,NA,NA,NA,660,2
34000,31,1,3,3,7,3,4,1,4,7,3,1,NA,NA,NA,900,3
0,78,2,5,NA,16,2,6,9,17,4,5,2,NA,NA,NA,NA,1
34000,70,1,5,5,14,5,3,9,17,8,5,2,NA,NA,NA,NA,1
12000,59,1,1,4,12,4,1,4,12,3,1,4,1,0,0,430,5
52000,48,1,2,3,10,3,NA,5,10,8,2,1,NA,NA,NA,800,3
25000,53,2,2,2,11,3,NA,2,5,6,2,4,NA,NA,NA,390,5
0,72,1,5,5,15,5,6,9,17,4,5,4,1,0,0,410,3
12000,62,2,3,5,13,4,4,2,5,7,5,2,3,0,0,NA,1
23000,61,2,2,NA,13,1,1,2,5,5,2,2,NA,NA,NA,NA,3
0,59,2,5,NA,12,2,4,9,17,2,5,2,3,0,0,NA,3
26000,46,1,2,NA,10,1,4,2,5,6,2,1,2,0,0,290,2
50000,38,1,1,1,8,3,3,4,12,8,1,1,NA,NA,NA,1000,3
32000,44,1,2,3,9,3,2,5,8,7,2,1,NA,NA,NA,460,3
36000,59,1,1,3,11,3,6,4,14,7,3,2,NA,NA,NA,NA,2
46000,51,2,2,1,10,3,1,2,5,8,1,2,NA,NA,NA,NA,2
0,70,1,5,5,14,5,1,9,17,5,5,2,NA,NA,NA,NA,1
0,40,1,8,4,8,5,3,9,17,4,8,4,NA,NA,NA,780,2
0,71,1,5,5,15,5,6,9,17,NA,5,2,5,0,0,NA,3
62000,37,2,2,2,8,3,4,2,5,8,2,1,NA,NA,NA,750,3
16000,67,1,3,NA,14,1,6,6,15,6,3,4,NA,NA,NA,430,3
35000,48,2,2,2,10,3,4,6,10,7,2,4,3,1,0,1000,3
45000,57,1,2,3,12,3,4,1,4,8,3,2,NA,NA,NA,NA,1
40000,51,2,2,NA,11,1,3,3,5,7,2,1,NA,NA,NA,700,3
34000,24,2,2,2,5,3,4,2,5,7,2,4,NA,NA,NA,400,2
28000,60,2,3,NA,12,1,4,2,5,6,3,2,NA,NA,NA,NA,2
49000,30,1,2,3,6,3,1,5,9,8,3,4,3,1,0,360,2
62000,59,1,3,4,12,4,3,1,3,8,3,2,3,1,0,NA,1
0,69,2,5,NA,14,2,2,9,17,2,5,2,NA,NA,NA,NA,2
24000,47,2,2,NA,10,1,1,2,5,5,2,1,3,1,0,300,2
0,72,2,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,240,3
26000,36,1,1,1,8,3,2,4,12,6,1,1,NA,NA,NA,450,2
62000,53,1,2,2,11,3,2,2,5,8,2,2,NA,NA,NA,NA,2
62000,41,1,2,3,8,3,3,2,5,8,3,1,NA,NA,NA,850,1
0,63,1,5,5,13,5,4,9,17,NA,5,2,NA,NA,NA,NA,2
62000,37,1,2,3,8,3,2,1,4,8,2,1,NA,NA,NA,840,3
45000,40,1,1,2,8,3,4,4,12,8,2,1,NA,NA,NA,430,2
62000,55,1,2,3,11,3,4,2,2,8,3,2,3,0,0,NA,1
0,81,1,5,10,17,5,6,9,17,6,5,2,NA,NA,NA,NA,3
14000,57,1,2,NA,12,1,6,7,9,3,2,4,NA,NA,NA,240,2
30000,39,1,2,3,8,3,4,2,5,7,2,1,3,0,0,580,2
0,67,2,5,NA,14,2,3,9,17,2,5,4,3,1,0,380,2
6000,49,2,3,NA,10,1,1,7,11,4,3,4,NA,NA,NA,420,4
8000,30,2,3,NA,6,1,2,6,10,5,3,4,1,1,0,370,3
20000,65,2,5,2,13,4,1,3,6,4,5,2,3,1,0,NA,2
0,54,2,10,10,11,5,1,9,17,3,10,4,5,0,0,370,3
0,73,1,10,NA,15,2,6,9,17,5,10,4,NA,NA,NA,400,3
62000,60,1,2,4,12,4,2,1,5,8,4,1,NA,NA,NA,250,1
24000,43,1,2,NA,9,1,4,2,2,6,2,1,5,0,0,240,3
53000,41,1,1,1,9,3,1,2,5,8,1,4,NA,NA,NA,260,3
35000,34,1,2,4,8,4,4,6,6,8,4,1,3,1,0,720,3
7000,22,2,3,NA,5,1,3,7,7,3,3,4,1,0,0,370,3
30000,70,1,1,NA,14,1,6,4,13,8,1,2,3,1,0,NA,1
62000,59,1,2,2,12,3,3,3,9,8,2,2,3,1,0,NA,2
6000,23,1,4,3,5,4,2,3,5,3,4,4,NA,NA,NA,360,3
62000,50,1,2,2,10,3,1,1,5,8,2,1,NA,NA,NA,460,1
54000,36,1,2,2,8,3,4,5,9,8,2,1,NA,NA,NA,570,4
54000,45,2,2,2,9,3,1,2,5,8,2,4,NA,NA,NA,470,3
12000,63,1,3,5,13,4,1,2,2,3,5,2,NA,NA,NA,NA,3
62000,47,1,2,2,9,3,4,2,6,8,2,1,5,1,0,700,2
0,71,1,5,5,14,5,2,9,17,7,5,2,NA,NA,NA,NA,1
0,65,1,5,5,13,5,4,1,1,NA,5,2,NA,NA,NA,NA,2
44000,31,2,2,2,7,3,4,2,5,8,2,1,NA,NA,NA,600,3
45000,44,1,2,NA,9,1,3,2,5,8,2,4,NA,NA,NA,600,2
32000,48,2,2,NA,10,1,4,2,2,7,2,1,3,1,0,520,3
60000,54,1,2,3,12,3,4,1,5,8,3,2,NA,NA,NA,NA,1
62000,42,1,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,900,2
38000,51,1,1,2,10,3,1,4,12,7,2,1,NA,NA,NA,570,2
0,74,1,5,5,14,5,5,9,17,4,5,2,3,0,0,NA,2
62000,38,1,2,3,8,3,4,5,10,8,2,1,NA,NA,NA,1000,2
40000,56,2,2,NA,12,1,4,2,5,7,2,1,NA,NA,NA,900,3
40000,42,1,2,2,8,3,2,7,11,8,2,4,NA,NA,NA,780,5
48000,36,1,2,3,7,3,4,2,5,8,3,1,NA,NA,NA,670,2
28000,44,2,2,NA,9,1,4,1,4,6,2,1,NA,NA,NA,240,3
62000,55,1,2,1,11,3,3,5,9,8,1,2,NA,NA,NA,NA,1
0,82,1,5,5,15,5,3,9,17,4,5,2,3,0,0,NA,1
59000,45,1,2,2,9,3,1,3,9,8,2,1,NA,NA,NA,1000,3
0,63,2,10,NA,13,2,6,9,17,4,10,4,NA,NA,NA,350,3
53000,49,1,1,3,11,3,3,4,12,8,3,2,NA,NA,NA,NA,1
0,72,2,5,NA,15,2,4,9,17,3,5,2,3,0,0,NA,1
0,67,1,5,5,13,5,5,5,9,6,5,2,NA,NA,NA,NA,1
0,64,1,5,5,13,5,6,2,6,8,5,2,NA,NA,NA,NA,1
60000,64,1,1,5,13,4,4,1,5,8,1,2,NA,NA,NA,NA,1
31000,33,1,2,3,8,3,2,4,12,8,3,1,NA,NA,NA,1000,3
53000,58,1,2,2,12,3,6,5,8,8,2,1,NA,NA,NA,550,2
11000,65,1,2,5,13,4,1,7,9,3,5,2,3,1,0,NA,3
0,57,2,2,NA,17,1,5,2,5,NA,5,2,NA,NA,NA,NA,2
30000,58,2,2,NA,12,1,1,3,6,7,2,1,NA,NA,NA,500,3
43000,30,1,2,2,5,3,2,5,9,8,2,1,3,1,0,800,2
17000,71,2,5,2,15,4,2,9,17,6,5,2,NA,NA,NA,NA,1
0,72,2,5,NA,15,2,5,9,17,6,5,2,3,1,0,NA,1
48000,41,1,2,4,8,4,NA,1,4,8,4,1,NA,NA,NA,900,2
18000,65,2,2,NA,13,1,1,6,6,6,2,1,NA,NA,NA,250,1
23000,58,2,4,2,12,4,2,9,17,5,4,2,3,1,0,NA,1
10000,60,1,5,3,12,4,4,2,5,3,5,1,NA,NA,NA,1000,3
31000,62,1,1,2,13,3,1,4,12,7,2,1,NA,NA,NA,400,3
62000,31,1,2,2,7,3,3,5,9,8,2,1,NA,NA,NA,800,3
62000,41,1,2,4,9,4,4,1,4,8,4,1,NA,NA,NA,1000,1
62000,37,1,2,3,8,3,1,5,9,8,2,1,3,1,0,300,2
40000,26,2,2,2,6,3,3,1,4,7,2,1,3,1,0,560,1
0,65,2,5,NA,13,2,2,9,17,5,5,2,NA,NA,NA,NA,2
0,69,1,5,5,14,5,1,5,9,6,5,2,NA,NA,NA,NA,3
62000,46,1,2,1,10,3,3,3,6,8,2,1,3,0,0,1000,2
0,79,2,5,NA,16,2,1,9,17,5,5,2,NA,NA,NA,NA,1
0,70,2,5,NA,14,2,6,9,17,5,5,2,NA,NA,NA,NA,1
0,69,2,5,NA,14,2,4,2,5,4,5,2,NA,NA,NA,NA,1
6000,71,2,1,1,15,3,4,4,14,4,1,4,NA,NA,NA,400,3
42000,34,1,2,2,7,3,2,1,4,8,2,1,1,1,0,650,2
62000,57,1,2,2,12,3,4,1,4,8,2,1,NA,NA,NA,360,1
34000,55,1,2,4,11,4,4,2,5,7,4,1,NA,NA,NA,550,1
26000,37,2,2,NA,8,1,4,2,6,6,2,1,NA,NA,NA,650,1
62000,53,1,2,NA,11,1,4,2,2,8,2,1,NA,NA,NA,1000,2
29000,24,2,2,2,6,3,1,3,6,6,2,5,NA,NA,NA,NA,3
24000,52,1,1,NA,11,1,5,4,12,5,1,2,NA,NA,NA,NA,2
0,23,1,6,8,5,5,1,5,9,2,6,4,1,0,0,330,5
16000,49,1,1,1,9,3,NA,4,2,4,1,1,NA,NA,NA,600,2
0,72,2,5,NA,15,2,1,9,17,NA,5,2,NA,NA,NA,NA,2
53000,40,1,2,3,8,3,4,2,5,8,3,1,NA,NA,NA,1000,2
0,55,2,10,NA,11,2,1,9,17,3,10,4,NA,NA,NA,270,4
0,75,2,5,NA,15,2,5,9,17,3,5,2,NA,NA,NA,NA,2
0,81,1,5,NA,17,2,5,9,17,4,5,4,NA,NA,NA,450,3
0,86,1,5,5,18,5,5,9,17,5,5,2,NA,NA,NA,NA,2
34000,64,1,1,1,12,3,1,4,2,7,1,2,NA,NA,NA,NA,2
57000,34,1,2,1,7,3,4,1,4,8,1,1,NA,NA,NA,1000,2
0,76,1,5,NA,16,2,1,9,17,5,5,2,5,0,0,NA,2
0,74,2,5,NA,15,2,5,9,17,3,5,2,NA,NA,NA,NA,2
0,75,1,5,NA,15,2,1,9,17,4,5,2,NA,NA,NA,NA,2
0,69,2,5,NA,14,2,1,9,17,3,5,5,NA,NA,NA,NA,4
22000,61,2,2,NA,13,1,1,2,5,5,2,2,NA,NA,NA,NA,2
32000,49,1,2,3,10,3,2,1,3,7,3,1,3,0,0,800,2
37000,32,1,2,2,7,3,4,2,5,7,2,4,NA,NA,NA,500,2
0,82,1,5,5,17,5,6,9,17,5,5,2,3,0,0,NA,2
12000,46,2,2,NA,13,1,1,2,5,3,5,2,NA,NA,NA,NA,1
0,68,2,5,5,14,5,1,9,17,4,5,2,2,0,0,NA,2
0,65,1,5,5,13,5,3,1,4,3,5,1,3,1,0,870,2
12000,60,2,2,NA,12,1,4,6,6,3,2,4,NA,NA,NA,350,3
62000,26,1,2,2,6,3,NA,5,8,8,2,1,NA,NA,NA,600,2
0,71,2,5,NA,15,2,1,9,17,3,5,2,NA,NA,NA,NA,2
54000,64,1,2,2,13,3,NA,5,9,8,2,2,3,0,0,NA,1
0,78,1,5,NA,16,2,1,9,17,3,5,4,NA,NA,NA,300,2
0,74,1,5,5,15,5,1,9,17,6,5,4,2,0,0,330,2
50000,52,1,2,3,11,3,NA,2,5,8,3,1,NA,NA,NA,240,3
62000,33,1,2,1,6,3,NA,2,5,8,1,4,NA,NA,NA,700,3
0,78,1,5,5,16,5,5,9,17,7,5,2,NA,NA,NA,NA,3
0,63,2,5,NA,13,2,4,9,17,4,5,2,NA,NA,NA,NA,2
36000,61,2,2,2,13,3,5,5,8,7,2,3,3,1,0,300,2
37000,37,1,2,3,8,3,4,4,13,7,3,4,3,0,0,670,2
0,86,1,5,NA,18,2,1,9,17,2,5,5,3,0,0,NA,2
0,54,2,5,5,11,5,NA,6,10,2,5,2,5,0,0,NA,1
0,74,1,5,5,15,5,4,9,17,8,5,4,NA,NA,NA,450,3
25000,63,2,2,3,13,3,4,5,8,5,2,4,NA,NA,NA,300,3
36000,49,1,1,4,11,4,4,2,5,7,4,4,NA,NA,NA,780,2
0,72,1,5,5,15,5,4,9,17,4,5,2,3,0,0,NA,2
0,86,2,5,NA,18,2,5,9,17,4,5,2,NA,NA,NA,NA,2
7000,64,2,3,NA,13,1,1,6,6,2,3,4,NA,NA,NA,320,4
56000,44,1,2,2,9,3,NA,6,15,8,2,5,3,0,0,NA,1
22000,65,1,2,5,13,4,1,7,11,5,5,4,NA,NA,NA,330,3
34000,32,1,2,4,7,4,6,2,2,7,2,4,NA,NA,NA,350,2
0,80,2,5,NA,16,2,5,9,17,NA,5,2,5,0,0,NA,2
62000,57,1,2,NA,12,1,4,1,4,8,2,2,3,0,0,NA,1
0,86,1,5,NA,18,2,5,9,17,NA,5,4,NA,NA,NA,400,2
0,65,2,5,NA,13,2,1,9,17,3,5,4,NA,NA,NA,240,3
0,68,1,5,5,14,5,4,1,4,NA,5,2,NA,NA,NA,NA,1
0,77,2,5,NA,16,2,1,9,17,7,5,2,3,0,0,NA,1
36000,48,2,2,2,10,3,1,2,5,7,2,2,NA,NA,NA,NA,2
10000,79,1,5,3,15,4,6,9,17,7,3,4,NA,NA,NA,370,2
27000,45,1,1,1,9,3,4,4,2,8,1,1,NA,NA,NA,1000,3
34000,60,1,1,1,12,3,1,2,2,7,1,2,3,0,0,NA,2
35000,34,1,2,2,7,3,2,6,15,7,2,5,NA,NA,NA,NA,3
60000,58,1,3,5,12,4,2,2,2,8,3,2,NA,NA,NA,NA,1
0,56,2,5,5,12,5,4,1,4,NA,5,2,3,1,0,NA,1
55000,52,1,2,2,12,3,3,2,2,8,2,1,NA,NA,NA,400,2
52000,29,1,2,3,6,3,3,1,4,8,2,1,NA,NA,NA,450,2
62000,52,1,2,2,9,3,4,7,9,8,2,1,NA,NA,NA,1000,3
48000,59,1,2,3,12,3,2,1,4,8,3,2,3,1,0,NA,1
0,58,1,2,6,11,4,4,1,1,1,6,1,NA,NA,NA,1000,2
22000,58,1,3,5,13,4,2,2,5,8,5,2,NA,NA,NA,NA,1
58000,59,1,1,10,12,4,4,1,3,8,10,2,NA,NA,NA,NA,1
0,69,1,5,10,14,5,2,9,17,6,5,2,NA,NA,NA,NA,1
62000,40,2,2,4,10,4,4,2,5,8,4,1,NA,NA,NA,1000,3
14000,43,1,2,4,10,4,NA,1,4,3,4,1,NA,NA,NA,500,3
12000,75,1,3,3,15,3,6,7,11,8,3,2,NA,NA,NA,NA,2
13000,69,2,2,2,14,3,4,2,2,3,2,2,3,1,0,NA,1
34000,57,1,2,2,12,3,2,2,2,7,2,4,NA,NA,NA,1000,4
0,86,2,5,NA,18,2,6,9,17,3,5,4,3,0,0,260,3
0,66,1,2,5,13,4,4,1,4,2,5,1,NA,NA,NA,600,2
0,76,1,5,5,16,5,4,9,17,6,5,2,NA,NA,NA,NA,3
37000,64,1,2,3,12,3,1,5,8,7,3,2,NA,NA,NA,NA,1
27000,57,1,2,3,12,3,6,6,10,6,2,4,3,0,0,370,2
18000,70,1,2,NA,14,1,1,4,12,5,2,2,NA,NA,NA,NA,3
0,86,2,5,NA,18,2,4,9,17,3,5,2,3,0,0,NA,2
8000,48,2,3,6,10,4,2,6,6,4,6,4,1,0,0,410,3
0,74,2,5,5,15,5,3,9,17,4,5,2,3,0,0,NA,2
36000,58,1,1,3,11,3,1,4,12,7,3,4,NA,NA,NA,450,2
0,69,2,5,NA,14,2,5,9,17,2,5,2,4,0,0,NA,2
53000,56,1,1,3,9,3,3,4,12,8,3,4,NA,NA,NA,350,3
46000,44,1,2,2,9,3,4,5,8,8,2,1,3,1,1,770,2
26000,50,1,1,NA,10,1,4,4,13,6,1,2,NA,NA,NA,NA,1
0,77,1,5,5,15,5,2,9,17,3,5,2,3,1,0,NA,2
34000,49,1,2,10,11,4,3,1,4,7,10,1,3,1,0,800,2
0,39,2,11,6,8,5,4,6,6,3,11,4,NA,NA,NA,240,5
29000,32,1,2,3,7,3,4,5,9,7,2,1,NA,NA,NA,480,5
